0,2465469,0.8016,0.5336,9.7579,0.2100,1.8200,-0.0700,1002.5286,0.8017,0.5337,9.7592,1590683632,N
0,2471833,0.8279,0.5073,9.7460,2.4500,0.8400,0.9800,1002.5417,0.8172,0.5477,9.7572,1590683632,N
0,2471583,0.7585,0.5647,9.7914,2.1700,0.4900,0.9800,1002.5533,0.8154,0.5685,9.7561,1590683632,N
0,2471359,0.8590,0.4977,9.7795,3.4300,0.9100,1.5400,1002.5640,0.8411,0.5818,9.7532,1590683632,N
0,2147483647,0.7394,0.3924,9.8345,-2.3100,0.4900,-0.2800,1002.5738,0.8012,0.5208,9.7600,1590683632,N
0,2147483647,0.7801,0.5647,9.8345,-0.4900,-0.5600,0.0700,1002.5827,0.7970,0.5256,9.7601,1590683632,N
0,1027012,0.7466,0.5408,9.8082,0.0700,-0.4900,-0.8400,1002.5904,0.7901,0.5307,9.7604,1590683633,N
0,1216862,0.7226,0.4738,9.8704,0.1400,-2.2400,-1.4700,1002.5975,0.7953,0.5271,9.7601,1590683633,N
0,1220028,0.8160,0.5815,9.8895,-1.5400,-1.6100,-1.6800,1002.6038,0.8003,0.5282,9.7597,1590683633,N
0,1920132,0.9284,0.5503,9.9135,3.4300,-1.2600,-3.2200,1002.6094,0.8542,0.5677,9.7529,1590683633,N
0,1932870,0.6963,0.3948,9.8919,-1.4700,-1.6100,-2.5200,1002.6130,0.8249,0.5239,9.7578,1590683633,N
0,1931503,0.6580,0.5049,9.8632,-1.6800,-4.1300,-3.9900,1002.6168,0.8128,0.5197,9.7591,1590683633,N
0,1930555,0.7513,0.3350,9.6909,1.6800,3.4300,0.1400,1002.6211,0.7834,0.4864,9.7632,1590683633,N
0,1930351,1.0026,0.3206,9.7890,3.3600,-5.5300,0.4900,1002.6247,0.9001,0.4988,9.7525,1590683633,N
0,2105703,0.8782,0.2967,9.9374,-1.1900,-3.2900,1.6800,1002.6273,0.9159,0.4517,9.7533,1590683633,N
0,2108074,0.6700,0.5934,9.8728,5.7400,4.5500,1.6800,1002.6295,0.8685,0.5209,9.7542,1590683633,N
0,2119353,1.0935,0.6532,9.7603,3.5000,5.1800,2.4500,1002.6323,0.8961,0.5635,9.7494,1590683634,N
