0,2386281,0.3446,-2.0530,9.5282,0.4200,-0.1400,-0.2100,999.0895,0.3168,-2.0364,9.5876,1590579071,N
0,2387808,0.2847,-2.1248,9.5952,2.5900,0.7700,0.5600,999.0870,0.3014,-2.0110,9.5935,1590579071,N
0,2386414,0.4259,-2.0483,9.5785,0.4900,-0.9800,0.0700,999.0849,0.3343,-2.0417,9.5859,1590579071,N
0,70290,0.2369,-2.0626,9.6168,-0.2100,-0.2100,0.1400,999.0832,0.3166,-2.0541,9.5839,1590579071,N
0,2147483647,0.3972,-2.1368,9.6191,0.8400,-1.5400,0.2800,999.0821,0.3446,-2.1040,9.5721,1590579071,N
0,1112435,0.4044,-2.0219,9.6215,-3.8500,-3.7800,0.2100,999.0814,0.4229,-2.2830,9.5278,1590579071,N
0,1138749,0.2201,-2.3043,9.5880,1.8200,1.3300,-0.2800,999.0807,0.3703,-2.2406,9.5401,1590579071,N
0,1753711,0.0311,-2.1918,9.6479,1.8200,17.2200,-10.8500,999.0801,0.1609,-1.6216,9.6703,1590579071,N
0,1848986,0.1029,-1.0576,9.6933,28.8400,3.9200,-11.2000,999.0805,0.1022,-1.0993,9.7443,1590579072,N
0,1851397,0.9141,-1.7707,9.3894,-14.7700,-26.7400,0.8400,999.0803,0.7809,-2.4398,9.4661,1590579072,N
0,1852980,1.3735,-1.9525,9.7484,-10.1500,-18.5500,2.5200,999.0804,1.0544,-2.5813,9.4019,1590579072,N
0,2009110,1.4046,-1.6056,9.5306,18.5500,-3.3600,-2.0300,999.0798,1.1290,-2.1684,9.4971,1590579072,N
0,2032594,1.5817,-2.3306,9.6479,-9.9400,-8.1200,1.4700,999.0791,1.2890,-2.3379,9.4363,1590579072,N
0,1978246,1.7635,-1.6199,9.6909,3.5700,-4.8300,0.1400,999.0788,1.4085,-2.1521,9.4633,1590579072,N
0,1968863,1.9525,-1.6702,9.4828,-30.2400,-1.1900,4.9700,999.0781,1.5919,-2.3194,9.3945,1590579072,N
0,1967886,3.0628,-3.1825,11.5262,50.2600,-49.2800,10.1500,999.0767,1.9766,-2.2120,9.3472,1590579072,N
0,1971929,4.9412,-0.5982,10.5691,140.5600,-39.7600,-22.8900,999.0752,6.0851,-3.1305,7.0244,1590579072,N
0,1973772,5.6351,2.9671,9.0879,100.1700,-61.6700,-32.4800,999.0740,7.8517,-2.3915,5.3668,1590579073,N
0,1977415,3.5533,2.7757,7.1761,52.4300,-101.0800,13.5800,999.0723,8.7273,-2.0599,3.9701,1590579073,N
0,1982179,3.2710,3.0437,6.8698,-47.8800,-117.6000,53.6900,999.0706,9.1976,-2.2942,2.5122,1590579073,N
0,1985447,3.0700,2.1320,5.2499,-60.5500,-110.0400,50.9600,999.0696,9.4367,-2.3968,1.1727,1590579073,N
0,1988767,20.1595,1.0959,6.1280,33.7400,5.0400,-16.0300,999.0685,9.5201,-1.9702,1.2872,1590579073,N
0,1993574,10.7868,0.7561,6.0203,22.4700,3.0100,-8.6100,999.0670,9.5644,-1.5702,1.4924,1590579073,N
0,1996752,8.5496,0.0359,5.5729,1.4700,4.8300,5.3200,999.0655,9.6067,-1.2844,1.4943,1590579073,N
0,2004629,8.3462,-0.4690,5.1517,0.7000,1.2600,-5.9500,999.0653,9.6589,-1.0691,1.3167,1590579073,N
0,2012818,8.5543,0.2680,5.0154,14.2100,7.9100,-3.0100,999.0648,9.6500,-0.7604,1.5712,1590579073,N
0,2016763,8.3438,0.6365,5.7763,-4.3400,-8.8200,-16.3800,999.0648,9.5952,-0.3766,1.9900,1590579073,N
0,2020897,8.6046,0.3230,5.0441,-1.1900,0.1400,-11.6900,999.0657,9.5086,-0.1470,2.3947,1590579074,N
0,2023484,8.2816,0.4929,5.2235,-0.2800,10.3600,-7.3500,999.0657,9.2984,0.0559,3.1155,1590579074,N
0,2023781,8.2840,0.5408,5.4772,1.3300,12.2500,-3.0100,999.0660,9.0594,0.1964,3.7497,1590579074,N
0,2024782,8.1452,0.4953,5.5705,1.6100,11.1300,-0.4200,999.0662,8.8672,0.2760,4.1793,1590579074,N
0,2026278,8.0662,0.9667,5.3623,25.3400,16.1700,10.6400,999.0659,8.7881,0.4225,4.3315,1590579074,N
0,2029297,7.6666,0.2704,5.5872,1.5400,27.7900,26.4600,999.0649,8.9724,0.2031,3.9529,1590579074,N
0,2031051,7.4584,-0.1460,7.1019,1.7500,29.9600,20.9300,999.0639,9.1225,-0.0134,3.5986,1590579074,N
0,2031193,4.1611,0.1555,7.8126,-78.5400,-4.6200,-17.9900,999.0629,7.9382,-0.0675,5.7577,1590579074,N
0,2038032,8.0375,-0.8255,6.9583,-28.2800,1.1900,17.1500,999.0625,7.4404,-0.4242,6.3742,1590579074,N
0,2040948,9.8752,-0.6197,6.0658,11.3400,-18.7600,0.5600,999.0618,7.4160,-0.3877,6.4049,1590579074,N
0,2043244,7.7599,0.3565,6.6616,-4.7600,3.5700,-3.2200,999.0607,7.7261,-0.2421,6.0349,1590579075,N
0,2045182,7.4512,0.8638,6.8291,-1.1200,2.5900,-0.9800,999.0599,8.9161,-0.0140,4.0834,1590579075,N
0,2045187,7.2574,0.1507,6.6497,1.8200,-26.4600,-20.5800,999.0602,9.6531,0.1668,1.7207,1590579075,N
0,2048454,8.3175,0.9500,6.3027,-16.4500,-34.6500,-16.7300,999.0601,5.9207,0.2366,7.8141,1590579075,N
0,2045243,8.2720,0.8423,5.9342,-9.0300,-14.7000,4.3400,999.0596,6.4994,0.3090,7.3370,1590579075,N
0,2046882,8.9228,0.4116,5.9294,5.0400,12.6700,14.2100,999.0592,7.3190,0.2943,6.5204,1590579075,N
